article_title,country,lastrevid,article_quality,population,region
Juan José Gómez Centurión,Argentina,1110844685.0,Stub,46.2,SOUTH AMERICA
Luis Carlos Gómez Centurión,Argentina,1040878894.0,Stub,46.2,SOUTH AMERICA
Martín Guzmán,Argentina,1111128923.0,C,46.2,SOUTH AMERICA
Federico Helguera,Argentina,1066754349.0,Start,46.2,SOUTH AMERICA
Fernando Iglesias (Argentine politician),Argentina,1093400021.0,C,46.2,SOUTH AMERICA
Ricardo Kennedy,Argentina,1096426574.0,Stub,46.2,SOUTH AMERICA
Carlos Kunkel,Argentina,1005790906.0,Stub,46.2,SOUTH AMERICA
Norberto La Porta,Argentina,721029407.0,Stub,46.2,SOUTH AMERICA
Andrés Larroque,Argentina,1060504858.0,Start,46.2,SOUTH AMERICA
Julián de Leyva,Argentina,959654287.0,Stub,46.2,SOUTH AMERICA
Mónica López (politician),Argentina,797826672.0,Stub,46.2,SOUTH AMERICA
Lucio Victorio Mansilla,Argentina,1086339086.0,Start,46.2,SOUTH AMERICA
Nicolás Massot,Argentina,1069153148.0,Start,46.2,SOUTH AMERICA
Juan Mignaburu,Argentina,994878410.0,Stub,46.2,SOUTH AMERICA
Guillermo Montenegro,Argentina,1096175549.0,Stub,46.2,SOUTH AMERICA
Mariano Moreno,Argentina,1113829451.0,B,46.2,SOUTH AMERICA
Marcelo Muniagurria,Argentina,1108926646.0,Stub,46.2,SOUTH AMERICA
Fernando Nadra,Argentina,1105357958.0,C,46.2,SOUTH AMERICA
Rómulo Sebastián Naón,Argentina,1096261399.0,Start,46.2,SOUTH AMERICA
Santiago G. O'Farrell,Argentina,1096261487.0,Start,46.2,SOUTH AMERICA
Miguel Ángel Pesce,Argentina,1096459313.0,Start,46.2,SOUTH AMERICA
Carlos Petroni,Argentina,1100374393.0,C,46.2,SOUTH AMERICA
Alejo Peyret,Argentina,1091481103.0,B,46.2,SOUTH AMERICA
Aldo Pignanelli,Argentina,1106856167.0,Stub,46.2,SOUTH AMERICA
Enrique S. Quintana,Argentina,1016343362.0,Start,46.2,SOUTH AMERICA
Amán Rawson,Argentina,1096678788.0,Start,46.2,SOUTH AMERICA
Martín Sabbatella,Argentina,1073202733.0,C,46.2,SOUTH AMERICA
Juan Pablo Schiavi,Argentina,1069152180.0,C,46.2,SOUTH AMERICA
Héctor Tizón,Argentina,1096176230.0,Start,46.2,SOUTH AMERICA
Claudio Uberti,Argentina,1032047313.0,C,46.2,SOUTH AMERICA
Arístides Villanueva,Argentina,994807413.0,Start,46.2,SOUTH AMERICA
Artashes Abeghyan,Armenia,1088583026.0,Start,3.0,WESTERN ASIA
Aram Achekbashian,Armenia,1046857776.0,Stub,3.0,WESTERN ASIA
Hovsep Arghutian,Armenia,1095822812.0,Start,3.0,WESTERN ASIA
Mikael Atabekyan,Armenia,1008108682.0,Stub,3.0,WESTERN ASIA
Tigran Bekzadyan,Armenia,1027604306.0,Stub,3.0,WESTERN ASIA
Vigen Chitechyan,Armenia,1099308421.0,Stub,3.0,WESTERN ASIA
Hayk Chobanyan,Armenia,1093711595.0,Start,3.0,WESTERN ASIA
Daniel-Bek of Sassun,Armenia,1114419837.0,Start,3.0,WESTERN ASIA
Gurgen Egiazaryan,Armenia,1103745376.0,Start,3.0,WESTERN ASIA
Parunak Ferukhan,Armenia,1114420012.0,Stub,3.0,WESTERN ASIA
Hambardzum Galstyan,Armenia,1084735335.0,Start,3.0,WESTERN ASIA
Gegham Gharibjanian,Armenia,1048485720.0,C,3.0,WESTERN ASIA
Gevorg Ghazaryan (politician),Armenia,1082547991.0,Stub,3.0,WESTERN ASIA
Andrias Ghukasyan,Armenia,1108345283.0,Start,3.0,WESTERN ASIA
Aram Grigoryan,Armenia,1112117000.0,Stub,3.0,WESTERN ASIA
Armen Grigoryan (politician),Armenia,1069944070.0,C,3.0,WESTERN ASIA
Hayk Grigoryan,Armenia,1090623549.0,Start,3.0,WESTERN ASIA
Grigor Jaghetyan,Armenia,1062820993.0,Stub,3.0,WESTERN ASIA
Tigran Karapetyan,Armenia,1112833785.0,Stub,3.0,WESTERN ASIA
Khachatur-Bek of Mush,Armenia,1114420639.0,Stub,3.0,WESTERN ASIA
Aram Kocharyan,Armenia,1107982644.0,Stub,3.0,WESTERN ASIA
Davit Lokyan,Armenia,1089241404.0,Start,3.0,WESTERN ASIA
Hrant Maloyan,Armenia,1114902744.0,C,3.0,WESTERN ASIA
Khachatur Malumian,Armenia,1114420669.0,Start,3.0,WESTERN ASIA
Aram Manukyan,Armenia,1048512708.0,Start,3.0,WESTERN ASIA
Gevorg Melik-Karagyozyan,Armenia,980519720.0,Stub,3.0,WESTERN ASIA
Vahan Minakhoryan,Armenia,1055697655.0,Stub,3.0,WESTERN ASIA
Ruben Mirzakhanyan,Armenia,1084737845.0,Start,3.0,WESTERN ASIA
Badal Muradyan,Armenia,1090630537.0,Start,3.0,WESTERN ASIA
Gabriel Noradunkyan,Armenia,1114426086.0,C,3.0,WESTERN ASIA
Suren Papikyan,Armenia,1112772824.0,Start,3.0,WESTERN ASIA
Paul Paul,Armenia,1114420707.0,Start,3.0,WESTERN ASIA
Garo Paylan,Armenia,1104655518.0,C,3.0,WESTERN ASIA
Genrikh Poghosyan,Armenia,1085393392.0,Start,3.0,WESTERN ASIA
Ishkhan Saghatelyan,Armenia,1107169295.0,GA,3.0,WESTERN ASIA
Martiros Sarukhanyan,Armenia,933482772.0,Stub,3.0,WESTERN ASIA
Vartkes Serengülian,Armenia,1114426992.0,Start,3.0,WESTERN ASIA
Serop Zakaryan,Armenia,1057547947.0,Stub,3.0,WESTERN ASIA
Servitchen,Armenia,1114420738.0,Stub,3.0,WESTERN ASIA
Suren Shadunts,Armenia,1109564586.0,Start,3.0,WESTERN ASIA
Kasbar Sinabian,Armenia,1114426546.0,Stub,3.0,WESTERN ASIA
Ohannes Tchekidjian,Armenia,1090861179.0,Start,3.0,WESTERN ASIA
Hrayr Tovmasyan,Armenia,993785842.0,Stub,3.0,WESTERN ASIA
Usuv Beg,Armenia,1086955149.0,Stub,3.0,WESTERN ASIA
Kegham Vanigian,Armenia,1114420793.0,Start,3.0,WESTERN ASIA
Artak Zeynalyan,Armenia,1097086972.0,Start,3.0,WESTERN ASIA
Alfons Adam,Austria,1103541474.0,Start,9.0,WESTERN EUROPE
Ingo Appelt,Austria,997950968.0,Stub,9.0,WESTERN EUROPE
Baron Alexander von Bach,Austria,1114355363.0,C,9.0,WESTERN EUROPE
"Maximilian Anton Karl, Count Baillet de Latour",Austria,1112473939.0,Start,9.0,WESTERN EUROPE
Heinrich Alfred Barb,Austria,1092809567.0,Start,9.0,WESTERN EUROPE
Raphael Basch,Austria,1023595642.0,Start,9.0,WESTERN EUROPE
Leopold Berchtold,Austria,1089443270.0,C,9.0,WESTERN EUROPE
Hanns Blaschke,Austria,1115530871.0,Stub,9.0,WESTERN EUROPE
Andreas Bolek,Austria,1005030653.0,Start,9.0,WESTERN EUROPE
Joseph Buttinger,Austria,1080982386.0,Start,9.0,WESTERN EUROPE
Prince Carl of Solms-Braunfels,Austria,1107215721.0,C,9.0,WESTERN EUROPE
Count Wenzel Chotek of Chotkow and Wognin,Austria,1083654825.0,Start,9.0,WESTERN EUROPE
Citizens' Ministry,Austria,1071736555.0,C,9.0,WESTERN EUROPE
Richard von Coudenhove-Kalergi,Austria,1108787206.0,C,9.0,WESTERN EUROPE
Karl von Czyhlarz,Austria,1021127705.0,Stub,9.0,WESTERN EUROPE
George Abraham von Dyhrn,Austria,1007538469.0,Stub,9.0,WESTERN EUROPE
Hans Ferlitsch,Austria,941916920.0,Stub,9.0,WESTERN EUROPE
Friedhelm Frischenschlager,Austria,1018809630.0,Start,9.0,WESTERN EUROPE
Anton Füster,Austria,1078570802.0,Start,9.0,WESTERN EUROPE
Julius Anton Glaser,Austria,1112473750.0,C,9.0,WESTERN EUROPE
Walter Guggenberger,Austria,1112473762.0,Start,9.0,WESTERN EUROPE
Ulrich Habsburg-Lothringen,Austria,1112474612.0,Stub,9.0,WESTERN EUROPE
Ernst Hampel (politician),Austria,1069436586.0,Stub,9.0,WESTERN EUROPE
Franz von Hartig,Austria,1007537619.0,Stub,9.0,WESTERN EUROPE
Hans Peter Haselsteiner,Austria,1112603346.0,Start,9.0,WESTERN EUROPE
Friedrich Wilhelm von Haugwitz,Austria,1112275892.0,C,9.0,WESTERN EUROPE
Eduard Hedvicek,Austria,1115494542.0,Stub,9.0,WESTERN EUROPE
Eduard Herbst,Austria,1007530580.0,Start,9.0,WESTERN EUROPE
Hermann Stern,Austria,1101206070.0,C,9.0,WESTERN EUROPE
Jürgen Himmelbauer,Austria,969146003.0,Stub,9.0,WESTERN EUROPE
Anton Hofer,Austria,1105446235.0,Start,9.0,WESTERN EUROPE
Andreas Hörtnagl,Austria,969145984.0,Stub,9.0,WESTERN EUROPE
Franz Jetzinger,Austria,1086163096.0,Start,9.0,WESTERN EUROPE
Konstantin Jireček,Austria,1100601439.0,C,9.0,WESTERN EUROPE
Hugo Jury,Austria,1115504900.0,C,9.0,WESTERN EUROPE
Maximilian Ulrich von Kaunitz,Austria,1087172023.0,Start,9.0,WESTERN EUROPE
Joseph Kenner,Austria,1112603390.0,Start,9.0,WESTERN EUROPE
Theodor Kery,Austria,1065573627.0,Stub,9.0,WESTERN EUROPE
Michael Killisch-Horn,Austria,1106829544.0,Stub,9.0,WESTERN EUROPE
Hubert Klausner,Austria,1111898436.0,Start,9.0,WESTERN EUROPE
Martin Kocher,Austria,1088269446.0,Stub,9.0,WESTERN EUROPE
Józef Kożdoń,Austria,1112603867.0,C,9.0,WESTERN EUROPE
Jožef Krajnc,Austria,1114850674.0,Start,9.0,WESTERN EUROPE
Hans Kudlich,Austria,1048166289.0,Start,9.0,WESTERN EUROPE
Gottfried von Kühnelt-Leddihn,Austria,1068422030.0,Start,9.0,WESTERN EUROPE
Hartmann Lauterbacher,Austria,1070877897.0,C,9.0,WESTERN EUROPE
Otto Lecher,Austria,1033894166.0,Stub,9.0,WESTERN EUROPE
Franz Leitner (politician),Austria,1010887552.0,Stub,9.0,WESTERN EUROPE
Elmar Lichtenegger,Austria,1058620648.0,Start,9.0,WESTERN EUROPE
Julius Lippert (historian),Austria,1084061853.0,Stub,9.0,WESTERN EUROPE
Karl Lütgendorf,Austria,1112474529.0,Stub,9.0,WESTERN EUROPE
Jürgen Mandl,Austria,977059921.0,Stub,9.0,WESTERN EUROPE
Renate Mann,Austria,1099978355.0,Stub,9.0,WESTERN EUROPE
Ferdinand Mannlicher,Austria,1104118829.0,C,9.0,WESTERN EUROPE
Christoph Matznetter,Austria,1105484317.0,Start,9.0,WESTERN EUROPE
Johann Gregor Memhardt,Austria,1112474313.0,Stub,9.0,WESTERN EUROPE
Franz Moroder,Austria,1090940019.0,Start,9.0,WESTERN EUROPE
Heinz Nittel,Austria,1109478769.0,Stub,9.0,WESTERN EUROPE
Brigitta Pallauf,Austria,1033512296.0,Start,9.0,WESTERN EUROPE
Wladimir von Pawlowski,Austria,1019694668.0,Stub,9.0,WESTERN EUROPE
Johann Anton von Pergen,Austria,1061803495.0,C,9.0,WESTERN EUROPE
Gerhard Pfanzelter,Austria,1106125275.0,Start,9.0,WESTERN EUROPE
Walter Pfrimer,Austria,1113533881.0,B,9.0,WESTERN EUROPE
Ernst von Plener,Austria,1017745075.0,Start,9.0,WESTERN EUROPE
Leopold Poetsch,Austria,1092446707.0,Stub,9.0,WESTERN EUROPE
Thomas Prinzhorn,Austria,1112474168.0,C,9.0,WESTERN EUROPE
Hermann von Ramberg,Austria,994058910.0,Stub,9.0,WESTERN EUROPE
Heinrich Reschauer,Austria,1083947896.0,Start,9.0,WESTERN EUROPE
Horst Rosenkranz,Austria,1112603574.0,Start,9.0,WESTERN EUROPE
Emil Sax,Austria,1007521446.0,Start,9.0,WESTERN EUROPE
Karl Schmitzer,Austria,1089049732.0,Stub,9.0,WESTERN EUROPE
Georg Ritter von Schönerer,Austria,1114549144.0,C,9.0,WESTERN EUROPE
"Georg Adam, Prince of Starhemberg",Austria,1102889087.0,C,9.0,WESTERN EUROPE
Gundaker Thomas Starhemberg,Austria,1078907075.0,Start,9.0,WESTERN EUROPE
Josef Staribacher,Austria,1049705609.0,Stub,9.0,WESTERN EUROPE
Richard Steidle,Austria,1112576338.0,C,9.0,WESTERN EUROPE
Julius Tandler,Austria,1077100690.0,Start,9.0,WESTERN EUROPE
"Leopold, Count von Thun und Hohenstein",Austria,1096753974.0,C,9.0,WESTERN EUROPE
Muzio Tommasini,Austria,1093955134.0,Start,9.0,WESTERN EUROPE
Karl Freiherr von Vogelsang,Austria,1016446506.0,Start,9.0,WESTERN EUROPE
Max Winter (politician),Austria,1112474387.0,Stub,9.0,WESTERN EUROPE
Anton von Winzor,Austria,1045934334.0,Stub,9.0,WESTERN EUROPE
Gisela Wurm,Austria,1038160173.0,Stub,9.0,WESTERN EUROPE
Alexander Zach,Austria,1056085498.0,Stub,9.0,WESTERN EUROPE
Curt Franz Wenzel Christoph Erdmann Graf Zedtwitz von Moraván und Duppau,Austria,1111962495.0,Start,9.0,WESTERN EUROPE
Karl von Zinzendorf,Austria,1112603523.0,Start,9.0,WESTERN EUROPE
Muzamil Abdullayev,Azerbaijan,1107065506.0,Stub,10.2,WESTERN ASIA
Leyla Abdullayeva,Azerbaijan,1102138152.0,Start,10.2,WESTERN ASIA
Elchin Afandiyev,Azerbaijan,1075526613.0,Start,10.2,WESTERN ASIA
Fazail Agamali,Azerbaijan,1106843986.0,C,10.2,WESTERN ASIA
Fuad Alasgarov,Azerbaijan,1018398706.0,C,10.2,WESTERN ASIA
Anvar Alikhanov,Azerbaijan,1109309028.0,Stub,10.2,WESTERN ASIA
Tarlan Aliyarbayov,Azerbaijan,1112064160.0,GA,10.2,WESTERN ASIA
Dilara Aliyeva,Azerbaijan,1109649588.0,Start,10.2,WESTERN ASIA
Ali Asadov,Azerbaijan,1112134949.0,Start,10.2,WESTERN ASIA
Akram Aylisli,Azerbaijan,1106344373.0,C,10.2,WESTERN ASIA
Sahil Babayev,Azerbaijan,1112800095.0,Start,10.2,WESTERN ASIA
Huseyngulu Baghirov,Azerbaijan,1080007779.0,Start,10.2,WESTERN ASIA
Alovsat Bakhshiyev,Azerbaijan,1090036474.0,Start,10.2,WESTERN ASIA
Rafael Kamil Dzhabrailov,Azerbaijan,1100266382.0,Stub,10.2,WESTERN ASIA
Matin Eynullayev,Azerbaijan,1110146340.0,Start,10.2,WESTERN ASIA
Vilayat Eyvazov,Azerbaijan,1109686454.0,Start,10.2,WESTERN ASIA
Abdurrahman Fatalibeyli,Azerbaijan,1094730548.0,C,10.2,WESTERN ASIA
Fazail Ibrahimli,Azerbaijan,1096310851.0,Stub,10.2,WESTERN ASIA
Solomon Grobshtein,Azerbaijan,1067081975.0,Stub,10.2,WESTERN ASIA
Teymur Guliyev,Azerbaijan,1025325196.0,Stub,10.2,WESTERN ASIA
Mammad Gurbanov,Azerbaijan,1101536288.0,Start,10.2,WESTERN ASIA
Asaf Hajiyev,Azerbaijan,1114198988.0,C,10.2,WESTERN ASIA
Farhad Hajiyev,Azerbaijan,1109686109.0,Start,10.2,WESTERN ASIA
Jamil Hasanli,Azerbaijan,1091283791.0,C,10.2,WESTERN ASIA
Ali M. Hasanov,Azerbaijan,1104973679.0,C,10.2,WESTERN ASIA
Shakir Hasanov,Azerbaijan,1096145690.0,Stub,10.2,WESTERN ASIA
Zakir Hasanov,Azerbaijan,1110113628.0,C,10.2,WESTERN ASIA
Ali Huseynli,Azerbaijan,1090157253.0,Start,10.2,WESTERN ASIA
Alisahib Huseynov,Azerbaijan,1080007304.0,Start,10.2,WESTERN ASIA
Ali Ibrahimov,Azerbaijan,1067793317.0,Stub,10.2,WESTERN ASIA
Mammad Isgandarov,Azerbaijan,1029087103.0,Stub,10.2,WESTERN ASIA
Vidadi Isgandarov,Azerbaijan,1092547948.0,Start,10.2,WESTERN ASIA
Ajdar Ismailov,Azerbaijan,1096490381.0,C,10.2,WESTERN ASIA
Saftar Jafarov,Azerbaijan,1045812028.0,Start,10.2,WESTERN ASIA
Rovshan Javadov,Azerbaijan,1108873335.0,C,10.2,WESTERN ASIA
Anar Karimov,Azerbaijan,1109685880.0,Start,10.2,WESTERN ASIA
Boris Kevorkov,Azerbaijan,1072772142.0,Start,10.2,WESTERN ASIA
Gurban Khalilov,Azerbaijan,1094981152.0,Start,10.2,WESTERN ASIA
Ahmad Kordary,Azerbaijan,1093750341.0,Stub,10.2,WESTERN ASIA
Ilham Madatov,Azerbaijan,1011331249.0,Start,10.2,WESTERN ASIA
Musa Mammadov,Azerbaijan,1084134498.0,Start,10.2,WESTERN ASIA
Ramin Mammadov,Azerbaijan,1115614823.0,Start,10.2,WESTERN ASIA
Elshad Mirbashir oghlu,Azerbaijan,1084157904.0,C,10.2,WESTERN ASIA
Fuad Naghiyev,Azerbaijan,1081854289.0,Start,10.2,WESTERN ASIA
Eldar Namazov,Azerbaijan,1087483504.0,Start,10.2,WESTERN ASIA
Siyavush Novruzov,Azerbaijan,1114475460.0,Start,10.2,WESTERN ASIA
Sadig Rahimov,Azerbaijan,1074822020.0,C,10.2,WESTERN ASIA
Suleyman Rahimov,Azerbaijan,1096039626.0,C,10.2,WESTERN ASIA
Huseyn Rahmanov,Azerbaijan,1106104383.0,Stub,10.2,WESTERN ASIA
Hasan Sayidov,Azerbaijan,1025325260.0,Stub,10.2,WESTERN ASIA
Parviz Shahbazov,Azerbaijan,1105103095.0,Start,10.2,WESTERN ASIA
Mammad agha Shahtakhtinski,Azerbaijan,1080672703.0,C,10.2,WESTERN ASIA
Abid Sharifov,Azerbaijan,1096574448.0,Start,10.2,WESTERN ASIA
Bakhtiyar Vahabzadeh,Azerbaijan,1114287934.0,C,10.2,WESTERN ASIA
Elmir Valiyev,Azerbaijan,1074732244.0,Start,10.2,WESTERN ASIA
Nurali Yusifbayli,Azerbaijan,1019924574.0,Start,10.2,WESTERN ASIA
Harold Christie,Bahamas,1083155826.0,Start,0.4,CARIBBEAN
Timothy Donaldson,Bahamas,1109457989.0,C,0.4,CARIBBEAN
Joseph Robert Love,Bahamas,1084382477.0,C,0.4,CARIBBEAN
Mohammed Isa Al Abbasi,Bahrain,1021088682.0,Stub,1.5,WESTERN ASIA
Abdullah bin Isa Al Khalifa,Bahrain,1011511102.0,Stub,1.5,WESTERN ASIA
Ahmed Behzad (Bahrain),Bahrain,1063482737.0,Stub,1.5,WESTERN ASIA
Kamal Ahmed (politician),Bahrain,1010461395.0,Stub,1.5,WESTERN ASIA
Mohamed Ali Hasan Ali,Bahrain,1006173162.0,Stub,1.5,WESTERN ASIA
Khalid Almoayed,Bahrain,1063486161.0,Stub,1.5,WESTERN ASIA
Aymen Tawfeeq Almoayed,Bahrain,1109935820.0,Start,1.5,WESTERN ASIA
Nazar Al Baharna,Bahrain,1067620253.0,Start,1.5,WESTERN ASIA
Mahmood Al Bahrani,Bahrain,1096789330.0,Stub,1.5,WESTERN ASIA
Ammar Al Bannai,Bahrain,1089564533.0,Start,1.5,WESTERN ASIA
Jawad Fairooz,Bahrain,1088485834.0,Start,1.5,WESTERN ASIA
Qasim Fakhro,Bahrain,1099067663.0,Start,1.5,WESTERN ASIA
Faisal al-Hamar,Bahrain,1068897458.0,Stub,1.5,WESTERN ASIA
Nabeel bin Yaqub Al-Hamar,Bahrain,1096789114.0,Stub,1.5,WESTERN ASIA
Isa bin Abdulrahman Al Hammadi,Bahrain,1098344827.0,Stub,1.5,WESTERN ASIA
Jameel Humadan,Bahrain,1003695133.0,Start,1.5,WESTERN ASIA
Isa bin Ibrahim Al Khalifa,Bahrain,1033132904.0,Stub,1.5,WESTERN ASIA
Fahmi al-Jowder,Bahrain,1068744646.0,Stub,1.5,WESTERN ASIA
Saud Kanoo,Bahrain,1098699647.0,Stub,1.5,WESTERN ASIA
Essam Khalaf,Bahrain,1006167519.0,Stub,1.5,WESTERN ASIA
Abdullah bin Hamad bin Isa Al Khalifa,Bahrain,1099004905.0,Start,1.5,WESTERN ASIA
Ibrahim ibn Khalifa Al Khalifa,Bahrain,1107463771.0,Start,1.5,WESTERN ASIA
Mai bint Mohammed Al Khalifa,Bahrain,1085733309.0,Start,1.5,WESTERN ASIA
Khallfa bin Duaij Al Khalifa,Bahrain,1022106863.0,Stub,1.5,WESTERN ASIA
Hamad Al Kooheji,Bahrain,1096789043.0,Stub,1.5,WESTERN ASIA
Abdullatif Al-Mahmood,Bahrain,1072499529.0,Stub,1.5,WESTERN ASIA
Khalid Al Maskati,Bahrain,1096789192.0,Stub,1.5,WESTERN ASIA
Abdulhussain bin Ali Mirza,Bahrain,1106388662.0,Stub,1.5,WESTERN ASIA
Mohammed Al-Buainain,Bahrain,1063213013.0,Start,1.5,WESTERN ASIA
Mohammed bin Khalifa bin Ahmed,Bahrain,1087144216.0,C,1.5,WESTERN ASIA
Mohammed bin Khalifa bin Ali Al Khalifa,Bahrain,1096789150.0,Start,1.5,WESTERN ASIA
Abdulrahman al-Nuaimi,Bahrain,1066056398.0,Start,1.5,WESTERN ASIA
Ammar Qambar,Bahrain,1086832849.0,Start,1.5,WESTERN ASIA
Isa Qassim,Bahrain,1100527312.0,C,1.5,WESTERN ASIA
Ahmed Al-Salloum,Bahrain,1108146191.0,Start,1.5,WESTERN ASIA
Salman bin Hamad Al Khalifa,Bahrain,1109869774.0,C,1.5,WESTERN ASIA
Oli Ahad,Bangladesh,1076894174.0,Start,171.2,SOUTH ASIA
Farid Ahmed,Bangladesh,1066581020.0,Stub,171.2,SOUTH ASIA
Muzaffar Ahmed (NAP politician),Bangladesh,1109740890.0,Start,171.2,SOUTH ASIA
AKM Hafizuddin,Bangladesh,1082571647.0,Start,171.2,SOUTH ASIA
Mohammad Manjur Alam,Bangladesh,1099697606.0,Start,171.2,SOUTH ASIA
Aftab Ali,Bangladesh,1111168357.0,C,171.2,SOUTH ASIA
M Hossain Ali,Bangladesh,1081670946.0,Start,171.2,SOUTH ASIA
Ashab Uddin Ahmad,Bangladesh,1106492750.0,B,171.2,SOUTH ASIA
Selina Banu,Bangladesh,1059919387.0,Start,171.2,SOUTH ASIA
Nurul Huq Bhuiyan,Bangladesh,1087353972.0,Stub,171.2,SOUTH ASIA
Bishnu Chattopadhyay,Bangladesh,1108066856.0,Start,171.2,SOUTH ASIA
AKM Fazlul Kabir Chowdhury,Bangladesh,1115026757.0,Start,171.2,SOUTH ASIA
Aminul Islam Chowdhury,Bangladesh,1068738297.0,Stub,171.2,SOUTH ASIA
Anwarul Karim Chowdhury,Bangladesh,1097570502.0,C,171.2,SOUTH ASIA
Moinuddin Ahmed Chowdhury,Bangladesh,1038606051.0,C,171.2,SOUTH ASIA
Sarwar Jan Chowdhury,Bangladesh,1052088875.0,Stub,171.2,SOUTH ASIA
Shahinur Pasha Chowdhury,Bangladesh,1102455717.0,Start,171.2,SOUTH ASIA
Yusuf Ali Chowdhury,Bangladesh,1098197979.0,Start,171.2,SOUTH ASIA
Haji Mohammad Danesh,Bangladesh,1090578062.0,C,171.2,SOUTH ASIA
Pulin De,Bangladesh,1038607348.0,Start,171.2,SOUTH ASIA
James Leo Ferguson,Bangladesh,1098196717.0,C,171.2,SOUTH ASIA
Abdul Halim Ghaznavi,Bangladesh,1112056773.0,Start,171.2,SOUTH ASIA
Debendra Nath Ghosh,Bangladesh,1110092316.0,Stub,171.2,SOUTH ASIA
Ranesh Das Gupta,Bangladesh,1038609480.0,Start,171.2,SOUTH ASIA
AKM Fazlul Haque (Bangladeshi politician),Bangladesh,1069141674.0,Stub,171.2,SOUTH ASIA
Abul Hashim,Bangladesh,1067903741.0,C,171.2,SOUTH ASIA
Syed Najmuddin Hashim,Bangladesh,1076061150.0,Start,171.2,SOUTH ASIA
M. Anwar Hossain,Bangladesh,1049654323.0,C,171.2,SOUTH ASIA
Nozir Hossain,Bangladesh,1085128926.0,Start,171.2,SOUTH ASIA
Syed Muhammad Ibrahim,Bangladesh,1113135652.0,Start,171.2,SOUTH ASIA
Abul Kashem,Bangladesh,1094440759.0,C,171.2,SOUTH ASIA
Abul Kashem Khan,Bangladesh,1097883330.0,C,171.2,SOUTH ASIA
Hatem Ali Khan,Bangladesh,1085849741.0,Start,171.2,SOUTH ASIA
Muhammad Hamidullah Khan,Bangladesh,1112460308.0,C,171.2,SOUTH ASIA
Yar Mohammad Khan,Bangladesh,1113198175.0,C,171.2,SOUTH ASIA
Jyotirindra Bodhipriya Larma,Bangladesh,1106007965.0,Stub,171.2,SOUTH ASIA
Manik Lal Ray,Bangladesh,1110874529.0,Stub,171.2,SOUTH ASIA
Mushrefa Mishu,Bangladesh,1066093324.0,Start,171.2,SOUTH ASIA
Fazlul Haque Montu,Bangladesh,1107037359.0,Stub,171.2,SOUTH ASIA
Mujahidul Islam Selim,Bangladesh,1111837585.0,Stub,171.2,SOUTH ASIA
SM Nuruzzaman,Bangladesh,1068356533.0,Stub,171.2,SOUTH ASIA
Shamsul Huda Panchbagi,Bangladesh,1100820734.0,B,171.2,SOUTH ASIA
Muhammad Bayazeed Khan Panni,Bangladesh,1112344051.0,C,171.2,SOUTH ASIA
Ferdous Ahmed Qureshi,Bangladesh,1104814058.0,Start,171.2,SOUTH ASIA
Abdur Rahim (scholar),Bangladesh,1112109734.0,C,171.2,SOUTH ASIA
Habibar Rahman,Bangladesh,1045893159.0,Stub,171.2,SOUTH ASIA
M. M. Rahmatullah,Bangladesh,1107693597.0,C,171.2,SOUTH ASIA
Golam Maula Rony,Bangladesh,1113507548.0,Start,171.2,SOUTH ASIA
Devasish Roy,Bangladesh,1112033318.0,Start,171.2,SOUTH ASIA
Maulana Shakhawat,Bangladesh,1067136662.0,Stub,171.2,SOUTH ASIA
Zahidunnabi Dewan Shamim,Bangladesh,1093749046.0,Start,171.2,SOUTH ASIA
Abul Kalam Shamsuddin,Bangladesh,1038585660.0,Start,171.2,SOUTH ASIA
Badruddoza Ahmed Shuja,Bangladesh,1047850212.0,Stub,171.2,SOUTH ASIA
Mohammad Sultan,Bangladesh,1038605974.0,Start,171.2,SOUTH ASIA
Mohammad Toaha,Bangladesh,1046006361.0,Start,171.2,SOUTH ASIA
Badruddin Umar,Bangladesh,1111762930.0,C,171.2,SOUTH ASIA
Elliott Belgrave,Barbados,1110292983.0,Start,0.3,CARIBBEAN
Chad Blackman,Barbados,1113735930.0,Start,0.3,CARIBBEAN
Santia Bradshaw,Barbados,1097963495.0,Start,0.3,CARIBBEAN
Sonia Browne,Barbados,1080633319.0,Stub,0.3,CARIBBEAN
Michael A. Carrington,Barbados,1090468579.0,Start,0.3,CARIBBEAN
William Fondleroy Duguid,Barbados,1086556181.0,Start,0.3,CARIBBEAN
Reginald Farley,Barbados,1090706976.0,Stub,0.3,CARIBBEAN
Adrian Forde,Barbados,1079840895.0,Stub,0.3,CARIBBEAN
Cynthia Y. Forde,Barbados,1106579042.0,Start,0.3,CARIBBEAN
Ian Gooding-Edghill,Barbados,1079872008.0,Stub,0.3,CARIBBEAN
Damien K. A. Griffith,Barbados,996491794.0,Stub,0.3,CARIBBEAN
Crystal Haynes,Barbados,1080792345.0,Stub,0.3,CARIBBEAN
Hallam Henry (diplomat),Barbados,1096826466.0,Stub,0.3,CARIBBEAN
Philip St. Hill,Barbados,1096731562.0,Stub,0.3,CARIBBEAN
Arthur Holder,Barbados,1090469580.0,Stub,0.3,CARIBBEAN
Kirk Matthew Humphrey,Barbados,1079886049.0,Stub,0.3,CARIBBEAN
Davidson Ishmael,Barbados,1079844213.0,Stub,0.3,CARIBBEAN
Colin Everett Jordan,Barbados,1090593974.0,Stub,0.3,CARIBBEAN
John Andrew King,Barbados,1079487466.0,Start,0.3,CARIBBEAN
